GEO_ID|GEOGRAPHY|GEOTYPE|GEOTYPE_MEANING|SECTOR|SECTOR_MEANING|OPTYPE|OPTYPE_MEANING|NAICS|NAICS_MEANING|YEAR|YEAR_MEANING|CONCENFI|CONCENFI_MEANING|ESTAB|ESTABF|ECVALUE|ECVALUEF|VALPCT|VALPCTF|PAY|PAYF|PAY1Q|PAY1QF|EMP|EMPF 
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215|Metal & mineral (except petroleum) whsle|1997|Reference year 1997|003|All firms|1459||13429232||100||248677||53864||4196|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215|Metal & mineral (except petroleum) whsle|1997|Reference year 1997|804|4 largest firms|6||1368803||10.2||8421||1588||69|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215|Metal & mineral (except petroleum) whsle|1997|Reference year 1997|808|8 largest firms|11||1992390||14.8||17734||3501||140|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215|Metal & mineral (except petroleum) whsle|1997|Reference year 1997|820|20 largest firms|24||3063643||22.8||29520||6382||257|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215|Metal & mineral (except petroleum) whsle|1997|Reference year 1997|850|50 largest firms|56||4580833||34.1||47289||9537||427|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151|Metal service centers & offices|1997|Reference year 1997|003|All firms|1336||11795201||100||219231||47672||3741|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151|Metal service centers & offices|1997|Reference year 1997|804|4 largest firms|6||1368803||11.6||8421||1588||69|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151|Metal service centers & offices|1997|Reference year 1997|808|8 largest firms|11||1907742||16.2||15692||3136||129|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151|Metal service centers & offices|1997|Reference year 1997|820|20 largest firms|24||2823692||23.9||25059||5556||216|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151|Metal service centers & offices|1997|Reference year 1997|850|50 largest firms|54||4222185||35.8||42286||8389||385|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421510|Metal service centers & offices|1997|Reference year 1997|003|All firms|1336||11795201||100||219231||47672||3741|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421510|Metal service centers & offices|1997|Reference year 1997|804|4 largest firms|6||1368803||11.6||8421||1588||69|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421510|Metal service centers & offices|1997|Reference year 1997|808|8 largest firms|11||1907742||16.2||15692||3136||129|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421510|Metal service centers & offices|1997|Reference year 1997|820|20 largest firms|24||2823692||23.9||25059||5556||216|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421510|Metal service centers & offices|1997|Reference year 1997|850|50 largest firms|54||4222185||35.8||42286||8389||385|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215101|Ferrous metal service centers & sales offices|1997|Reference year 1997|003|All firms|1057||9516171||100||178379||38688||2916|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215101|Ferrous metal service centers & sales offices|1997|Reference year 1997|804|4 largest firms|6||1219456||12.8||9269||1513||61|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215101|Ferrous metal service centers & sales offices|1997|Reference year 1997|808|8 largest firms|11||1624286||17.1||13012||2437||95|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215101|Ferrous metal service centers & sales offices|1997|Reference year 1997|820|20 largest firms|23||2431323||25.5||21856||4457||169|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215101|Ferrous metal service centers & sales offices|1997|Reference year 1997|850|50 largest firms|56||3683944||38.7||40947||8015||369|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151011|Ferrous metal service centers|1997|Reference year 1997|003|All firms|68||1245827||100||21454||4853||381|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151011|Ferrous metal service centers|1997|Reference year 1997|804|4 largest firms|4||791391||63.5||4431||667||43|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151011|Ferrous metal service centers|1997|Reference year 1997|808|8 largest firms|8||913967||73.4||7044||1225||82|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151011|Ferrous metal service centers|1997|Reference year 1997|820|20 largest firms|20||1103902||88.6||13791||3369||193|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151011|Ferrous metal service centers|1997|Reference year 1997|850|50 largest firms|50||1233705||99||20265||4543||343|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151012|Ferrous metal sales offices|1997|Reference year 1997|003|All firms|989||8270344||100||156925||33835||2535|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151012|Ferrous metal sales offices|1997|Reference year 1997|804|4 largest firms|6||677735||8.2||8072||1363||57|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151012|Ferrous metal sales offices|1997|Reference year 1997|808|8 largest firms|11||1054323||12.7||12044||2285||88|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151012|Ferrous metal sales offices|1997|Reference year 1997|820|20 largest firms|23||1828852||22.1||20736||4192||158|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151012|Ferrous metal sales offices|1997|Reference year 1997|850|50 largest firms|56||3024585||36.6||40242||8347||366|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215102|Nonferrous metal service centers & sales offices|1997|Reference year 1997|003|All firms|279||2279030||100||40852||8984||825|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215102|Nonferrous metal service centers & sales offices|1997|Reference year 1997|804|4 largest firms|4||564936||24.8||5544||1311||55|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215102|Nonferrous metal service centers & sales offices|1997|Reference year 1997|808|8 largest firms|8||778911||34.2||7112||1691||75|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215102|Nonferrous metal service centers & sales offices|1997|Reference year 1997|820|20 largest firms|20||1163302||51||11872||2531||144|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215102|Nonferrous metal service centers & sales offices|1997|Reference year 1997|850|50 largest firms|51||1631710||71.6||19092||3835||308|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151021|Nonferrous metal service centers|1997|Reference year 1997|003|All firms|25||128172||100||4431||881||116|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151021|Nonferrous metal service centers|1997|Reference year 1997|804|4 largest firms|4||85668||66.8||1586||178||23|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151021|Nonferrous metal service centers|1997|Reference year 1997|808|8 largest firms|8||104223||81.3||2838||455||59|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151021|Nonferrous metal service centers|1997|Reference year 1997|820|20 largest firms|20||125146||97.6||4153||792||105|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151021|Nonferrous metal service centers|1997|Reference year 1997|850|50 largest firms|25||128172||100||4431||881||116|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151022|Nonferrous metal sales offices|1997|Reference year 1997|003|All firms|254||2150858||100||36421||8103||709|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151022|Nonferrous metal sales offices|1997|Reference year 1997|804|4 largest firms|4||564936||26.3||5544||1311||55|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151022|Nonferrous metal sales offices|1997|Reference year 1997|808|8 largest firms|8||778911||36.2||7112||1691||75|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151022|Nonferrous metal sales offices|1997|Reference year 1997|820|20 largest firms|20||1147438||53.3||10823||2430||135|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42151022|Nonferrous metal sales offices|1997|Reference year 1997|850|50 largest firms|51||1587218||73.8||18087||3807||297|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42152|Coal & other mineral & ore whsle|1997|Reference year 1997|003|All firms|123||1634031||100||29446||6192||455|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42152|Coal & other mineral & ore whsle|1997|Reference year 1997|804|4 largest firms|4||487037||29.8||6429||1297||68|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42152|Coal & other mineral & ore whsle|1997|Reference year 1997|808|8 largest firms|10||679186||41.6||8557||1825||87|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42152|Coal & other mineral & ore whsle|1997|Reference year 1997|820|20 largest firms|22||1064744||65.2||15797||2937||190|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42152|Coal & other mineral & ore whsle|1997|Reference year 1997|850|50 largest firms|52||1478425||90.5||22218||4605||295|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421520|Coal & other mineral & ore whsle|1997|Reference year 1997|003|All firms|123||1634031||100||29446||6192||455|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421520|Coal & other mineral & ore whsle|1997|Reference year 1997|804|4 largest firms|4||487037||29.8||6429||1297||68|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421520|Coal & other mineral & ore whsle|1997|Reference year 1997|808|8 largest firms|10||679186||41.6||8557||1825||87|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421520|Coal & other mineral & ore whsle|1997|Reference year 1997|820|20 largest firms|22||1064744||65.2||15797||2937||190|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421520|Coal & other mineral & ore whsle|1997|Reference year 1997|850|50 largest firms|52||1478425||90.5||22218||4605||295|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215201|Coal whsle|1997|Reference year 1997|003|All firms|86||0|D|0|D|0|D|0|D|0|e
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215201|Coal whsle|1997|Reference year 1997|804|4 largest firms|4||0|D|0|D|0|D|0|D|0|b
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215201|Coal whsle|1997|Reference year 1997|808|8 largest firms|10||0|D|0|D|0|D|0|D|0|b
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215201|Coal whsle|1997|Reference year 1997|820|20 largest firms|22||0|D|0|D|0|D|0|D|0|c
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215201|Coal whsle|1997|Reference year 1997|850|50 largest firms|52||0|D|0|D|0|D|0|D|0|c
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215202|Other mineral & ore whsle|1997|Reference year 1997|003|All firms|37||0|D|0|D|0|D|0|D|0|c
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215202|Other mineral & ore whsle|1997|Reference year 1997|804|4 largest firms|4||0|D|0|D|0|D|0|D|0|b
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215202|Other mineral & ore whsle|1997|Reference year 1997|808|8 largest firms|8||0|D|0|D|0|D|0|D|0|b
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215202|Other mineral & ore whsle|1997|Reference year 1997|820|20 largest firms|20||0|D|0|D|0|D|0|D|0|c
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4215202|Other mineral & ore whsle|1997|Reference year 1997|850|50 largest firms|37||0|D|0|D|0|D|0|D|0|c
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216|Electrical goods whsle|1997|Reference year 1997|003|All firms|6652||65926580||100||1871999||418696||34098|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216|Electrical goods whsle|1997|Reference year 1997|804|4 largest firms|6||3105356||4.7||85936||20601||1280|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216|Electrical goods whsle|1997|Reference year 1997|808|8 largest firms|22||4524508||6.9||110769||25450||1460|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216|Electrical goods whsle|1997|Reference year 1997|820|20 largest firms|44||7272192||11||151407||36485||2076|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216|Electrical goods whsle|1997|Reference year 1997|850|50 largest firms|109||11808902||17.9||246996||57625||3109|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42161|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|003|All firms|2966||22378291||100||744714||162077||15691|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42161|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|804|4 largest firms|7||990383||4.4||13271||2935||267|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42161|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|808|8 largest firms|12||1448883||6.5||26504||5737||564|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42161|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|820|20 largest firms|35||2414079||10.8||48684||10129||966|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42161|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|850|50 largest firms|109||4143585||18.5||103736||23154||2084|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421610|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|003|All firms|2966||22378291||100||744714||162077||15691|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421610|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|804|4 largest firms|7||990383||4.4||13271||2935||267|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421610|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|808|8 largest firms|12||1448883||6.5||26504||5737||564|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421610|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|820|20 largest firms|35||2414079||10.8||48684||10129||966|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421610|Electrical apparatus & equip, wiring supp, & const material whsle|1997|Reference year 1997|850|50 largest firms|109||4143585||18.5||103736||23154||2084|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42162|Electrical appliance, television & radio set whsle|1997|Reference year 1997|003|All firms|527||5536904||100||129264||29419||2456|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42162|Electrical appliance, television & radio set whsle|1997|Reference year 1997|804|4 largest firms|6||426560||7.7||5627||928||91|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42162|Electrical appliance, television & radio set whsle|1997|Reference year 1997|808|8 largest firms|10||769158||13.9||11966||2428||214|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42162|Electrical appliance, television & radio set whsle|1997|Reference year 1997|820|20 largest firms|25||1464306||26.4||27612||5553||404|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42162|Electrical appliance, television & radio set whsle|1997|Reference year 1997|850|50 largest firms|58||2554839||46.1||48391||10257||722|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421620|Electrical appliance, television & radio set whsle|1997|Reference year 1997|003|All firms|527||5536904||100||129264||29419||2456|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421620|Electrical appliance, television & radio set whsle|1997|Reference year 1997|804|4 largest firms|6||426560||7.7||5627||928||91|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421620|Electrical appliance, television & radio set whsle|1997|Reference year 1997|808|8 largest firms|10||769158||13.9||11966||2428||214|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421620|Electrical appliance, television & radio set whsle|1997|Reference year 1997|820|20 largest firms|25||1464306||26.4||27612||5553||404|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421620|Electrical appliance, television & radio set whsle|1997|Reference year 1997|850|50 largest firms|58||2554839||46.1||48391||10257||722|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42169|Other electronic parts & equipment whsle|1997|Reference year 1997|003|All firms|3159||38011385||100||998021||227200||15951|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42169|Other electronic parts & equipment whsle|1997|Reference year 1997|804|4 largest firms|6||3105356||8.2||85936||20601||1280|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42169|Other electronic parts & equipment whsle|1997|Reference year 1997|808|8 largest firms|22||4475629||11.8||112296||27473||1491|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42169|Other electronic parts & equipment whsle|1997|Reference year 1997|820|20 largest firms|47||7077702||18.6||151035||36266||1921|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42169|Other electronic parts & equipment whsle|1997|Reference year 1997|850|50 largest firms|116||11223906||29.5||240041||55887||2669|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421690|Other electronic parts & equipment whsle|1997|Reference year 1997|003|All firms|3159||38011385||100||998021||227200||15951|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421690|Other electronic parts & equipment whsle|1997|Reference year 1997|804|4 largest firms|6||3105356||8.2||85936||20601||1280|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421690|Other electronic parts & equipment whsle|1997|Reference year 1997|808|8 largest firms|22||4475629||11.8||112296||27473||1491|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421690|Other electronic parts & equipment whsle|1997|Reference year 1997|820|20 largest firms|47||7077702||18.6||151035||36266||1921|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421690|Other electronic parts & equipment whsle|1997|Reference year 1997|850|50 largest firms|116||11223906||29.5||240041||55887||2669|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216901|Communications equipment & supplies whsle|1997|Reference year 1997|003|All firms|574||3451513||100||132077||30790||2653|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216901|Communications equipment & supplies whsle|1997|Reference year 1997|804|4 largest firms|4||488103||14.1||19066||6247||453|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216901|Communications equipment & supplies whsle|1997|Reference year 1997|808|8 largest firms|10||655309||19||23396||7154||525|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216901|Communications equipment & supplies whsle|1997|Reference year 1997|820|20 largest firms|24||1028931||29.8||33818||9797||617|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216901|Communications equipment & supplies whsle|1997|Reference year 1997|850|50 largest firms|57||1675938||48.6||53447||13822||910|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216902|Electronic parts (excluding communications equipment) whsle|1997|Reference year 1997|003|All firms|2585||34559872||100||865944||196410||13298|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216902|Electronic parts (excluding communications equipment) whsle|1997|Reference year 1997|804|4 largest firms|6||3105356||9||85936||20601||1280|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216902|Electronic parts (excluding communications equipment) whsle|1997|Reference year 1997|808|8 largest firms|22||4459372||12.9||113087||26198||1486|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216902|Electronic parts (excluding communications equipment) whsle|1997|Reference year 1997|820|20 largest firms|51||7014030||20.3||150448||34551||1928|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4216902|Electronic parts (excluding communications equipment) whsle|1997|Reference year 1997|850|50 largest firms|117||11079563||32.1||238897||53977||2647|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4217|Hardware, & plumbing & heating equipment & supplies whsle|1997|Reference year 1997|003|All firms|2894||0|D|0|D|0|D|0|D|0|j
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4217|Hardware, & plumbing & heating equipment & supplies whsle|1997|Reference year 1997|804|4 largest firms|5||0|D|0|D|0|D|0|D|0|c
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4217|Hardware, & plumbing & heating equipment & supplies whsle|1997|Reference year 1997|808|8 largest firms|9||0|D|0|D|0|D|0|D|0|e
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4217|Hardware, & plumbing & heating equipment & supplies whsle|1997|Reference year 1997|820|20 largest firms|23||0|D|0|D|0|D|0|D|0|f
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|4217|Hardware, & plumbing & heating equipment & supplies whsle|1997|Reference year 1997|850|50 largest firms|57||0|D|0|D|0|D|0|D|0|g
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42171|Hardware whsle|1997|Reference year 1997|003|All firms|1048||7750213||100||211319||46252||4381|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42171|Hardware whsle|1997|Reference year 1997|804|4 largest firms|5||636983||8.2||10219||2972||147|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42171|Hardware whsle|1997|Reference year 1997|808|8 largest firms|11||1052887||13.6||15757||4194||260|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42171|Hardware whsle|1997|Reference year 1997|820|20 largest firms|23||1912407||24.7||31735||6992||558|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42171|Hardware whsle|1997|Reference year 1997|850|50 largest firms|58||3147357||40.6||62322||13253||1122|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421710|Hardware whsle|1997|Reference year 1997|003|All firms|1048||7750213||100||211319||46252||4381|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421710|Hardware whsle|1997|Reference year 1997|804|4 largest firms|5||636983||8.2||10219||2972||147|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421710|Hardware whsle|1997|Reference year 1997|808|8 largest firms|11||1052887||13.6||15757||4194||260|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421710|Hardware whsle|1997|Reference year 1997|820|20 largest firms|23||1912407||24.7||31735||6992||558|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421710|Hardware whsle|1997|Reference year 1997|850|50 largest firms|58||3147357||40.6||62322||13253||1122|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42172|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|003|All firms|1152||7864360||100||285192||63815||6330|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42172|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|804|4 largest firms|4||453205||5.8||12963||2441||205|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42172|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|808|8 largest firms|12||775650||9.9||21014||4355||290|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42172|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|820|20 largest firms|24||1471456||18.7||38121||8095||624|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42172|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|850|50 largest firms|62||2589797||32.9||70950||14855||1236|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421720|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|003|All firms|1152||7864360||100||285192||63815||6330|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421720|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|804|4 largest firms|4||453205||5.8||12963||2441||205|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421720|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|808|8 largest firms|12||775650||9.9||21014||4355||290|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421720|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|820|20 largest firms|24||1471456||18.7||38121||8095||624|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421720|Plumbing & heating equipment & supplies (hydronics) whsle|1997|Reference year 1997|850|50 largest firms|62||2589797||32.9||70950||14855||1236|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42173|Warm air heating & air-conditioning equipment & supplies whsle|1997|Reference year 1997|003|All firms|559||2304902||100||149169||35398||2705|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42173|Warm air heating & air-conditioning equipment & supplies whsle|1997|Reference year 1997|804|4 largest firms|4||202940||8.8||8419||2340||173|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42173|Warm air heating & air-conditioning equipment & supplies whsle|1997|Reference year 1997|808|8 largest firms|9||369993||16.1||22411||6238||360|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42173|Warm air heating & air-conditioning equipment & supplies whsle|1997|Reference year 1997|820|20 largest firms|25||701612||30.4||38441||9205||587|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|42173|Warm air heating & air-conditioning equipment & supplies whsle|1997|Reference year 1997|850|50 largest firms|64||1139227||49.4||62688||14769||984|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421730|Warm air heating & air-conditioning equipment & supplies whsle|1997|Reference year 1997|003|All firms|559||2304902||100||149169||35398||2705|
01000US|United States|1|United States|42|Wholesale trade|40|Agents, brokers, and commission merchants|421730|Warm air heating & air-conditioning equipment & supplies whsle|1997|Reference year 1997|804|4 largest firms|4||202940||8.8||8419||2340||173|
