YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,RTND_ERNGS_APPR_IND,RTND_ERNGS_APPR,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,INTRST_IND,INTRST,EXMT_INTRST_IND,EXMT_INTRST,COMP_GRS_RNTS_IND,COMP_GRS_RNTS,GRS_RYLTS_IND,GRS_RYLTS,D_NET_STCG_IND,D_NET_STCG,D_NET_LTCG_TOT_IND,D_NET_LTCG_TOT,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_DIV_DOM_CORP_IND,COMP_DIV_DOM_CORP,DIV_FRN_IND,DIV_FRN,OTHR_RCPTS_IND,OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,CNTRBTNS_IND,CNTRBTNS,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,DP_PROD_ACTVTY_DED_IND,DP_PROD_ACTVTY_DED,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,COMP_TXBL_INCM_RFC_IND,COMP_TXBL_INCM_RFC,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,NET_INCM_S_IND,NET_INCM_S,COMP_TOT_STAT_SPCL_DED_IND,COMP_TOT_STAT_SPCL_DED,NOLD_IND,NOLD,COMP_DIV_RCVD_DED_IND,COMP_DIV_RCVD_DED,COMP_INCM_SBJ_TX_TOT_IND,COMP_INCM_SBJ_TX_TOT,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,INCM_TX_IND,INCM_TX,ALT_MIN_TX_IND,ALT_MIN_TX,FRN_TX_CR_IND,FRN_TX_CR,POSS_TX_CR_IND,POSS_TX_CR,NCS_FL_CR_IND,NCS_FL_CR,GEN_BUS_CR_IND,GEN_BUS_CR,MIN_TX_CR_IND,MIN_TX_CR,COMP_TX_AFTR_CRS_IND,COMP_TX_AFTR_CRS,CASH_PRPTY_DIST_IND,CASH_PRPTY_DIST,STCK_DIST_IND,STCK_DIST
2005,1,445115,2,0,9444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783854,0,1650981,1,398,0,10,1,4223,0,0,0,0,1,40941,1,11205,0,0,0,0,0,76097,0,1810857,0,1110431,0,29161,0,201255,0,29194,1,97,0,103785,0,44309,0,14901,1,12,0,3364,0,26110,0,0,0,15614,1,632,1,24649,0,0,1,5112,0,202232,0,-27003,0,0,0,-27013,0,95999,0,123012,0,-30713,1,19940,1,19940,0,0,0,19876,0,3616,0,2978,0,0,0,0,0,0,0,0,0,3,0,0,1,3613,0,0,0,0
2005,1,445115,1,0,77920,0,175185597,0,11245273,0,12789746,0,139979,0,27163432,1,54249,1,735271,0,7380807,0,435989,0,173259,0,17406996,0,127147632,0,64640986,1,25947,1,11939,0,10203055,0,20833298,0,3783004,0,8166552,0,175185597,0,30787906,0,6538645,0,18794293,0,4449480,0,43672793,0,16565487,0,54376994,0,11507520,0,20486042,1,37607,0,31383826,0,9038001,0,486132989,0,475962702,0,754367,0,34036,0,623362,0,1411575,0,4731,0,200450,0,302153,0,30185,0,1309197,0,5500232,0,474168872,0,349721487,0,2491644,0,47582700,0,3873723,0,219173,0,9599273,0,7881805,0,4160220,0,343420,0,869828,0,6084291,0,0,0,3112631,0,2016326,0,6689331,0,21343,0,374206,0,29127472,0,11964118,1,185712,0,12115793,0,13583700,0,1467907,0,2628268,0,1628817,0,755078,0,873739,0,8779886,0,3037434,0,3034021,0,3429,0,12148,0,0,0,0,0,44493,1,12700,0,2968092,0,879278,1,8303
2005,1,445310,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,445310,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,445310,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,445310,10,2,,2,,2,,2,,0,0,2,,0,0,0,0,2,,2,,0,0,2,,2,,2,,0,0,0,0,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,0,0,2,,2,,2,,0,0,2,,2,,0,0,0,0,0,0,0,0,0,0,2,,2,,2,,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0
2005,1,445310,9,0,3,0,328303,0,13882,0,12187,0,0,0,119925,0,0,0,0,0,6389,0,5,0,0,0,2460,0,222184,0,82033,0,0,0,0,0,16344,0,12971,0,1346,0,5334,0,328303,0,56279,0,10616,0,29504,0,0,0,73769,0,12422,0,145713,0,66700,0,12,0,0,0,142103,0,63101,0,988416,0,981915,0,278,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,5609,0,964549,0,764251,0,5988,0,70652,0,4511,0,415,0,33804,0,11612,0,2863,0,531,0,546,0,8758,0,0,0,10369,0,849,0,6806,0,0,0,319,0,42274,0,23867,0,0,0,23867,0,23867,0,0,0,4514,0,6545,0,6545,0,0,0,12808,0,4510,0,4382,0,127,0,0,0,0,0,0,0,0,0,0,0,4510,0,0,0,0
2005,1,445310,8,0,4,0,166973,0,9713,0,9781,0,0,0,79505,0,0,0,0,0,1281,0,0,0,7,0,22390,0,51668,0,30467,0,0,0,0,0,4766,0,15641,0,1241,0,3930,0,166973,0,34256,0,12720,0,10094,0,39793,0,15852,0,983,0,53275,0,836,0,15072,0,0,0,40530,0,3164,0,480587,0,478718,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1862,0,474981,0,356537,0,5160,0,44499,0,2021,0,121,0,18365,0,6341,0,4916,0,0,0,954,0,3316,0,0,0,6668,0,186,0,2987,0,0,0,0,0,22910,0,5606,0,0,0,5602,0,6854,0,1252,0,5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,445310,7,1,16,1,289584,1,31604,1,11602,1,63,1,160379,0,0,0,0,1,26184,1,163,0,0,1,10059,1,80200,1,47123,0,0,0,0,1,2468,1,13643,1,4434,1,4902,1,289584,1,89996,1,41709,1,20534,1,7954,1,8986,1,1782,1,118622,1,51169,1,33584,0,0,1,34796,1,927,1,904285,1,897855,0,320,1,13,0,0,0,0,0,0,0,211,1,21,0,0,0,0,1,5866,1,896094,1,719652,1,23162,1,60353,1,3670,1,677,1,20883,1,11261,1,4156,0,0,1,856,1,3362,0,0,1,8581,1,889,1,4883,0,0,1,64,1,33646,1,8191,0,0,1,8178,1,21833,0,13655,1,21833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,445310,6,1,88,1,602842,1,70998,1,239494,1,1887,1,166433,0,0,0,0,1,804,0,0,0,0,0,0,1,148010,1,69930,0,0,0,0,1,4083,1,12233,1,1547,1,34149,1,602842,1,119338,1,92934,1,46258,1,29739,1,53505,0,0,1,261068,1,2146,1,57870,0,0,1,201052,0,0,1,1903080,1,1898705,1,208,0,0,0,0,0,0,0,0,0,0,1,366,0,0,0,0,1,3801,1,1800605,1,1538554,1,21313,1,115410,1,5357,1,737,1,8968,1,12091,1,4208,0,0,1,815,1,7435,0,0,1,5353,1,9852,1,13693,0,0,0,0,1,56820,1,102475,0,0,1,102475,1,102475,0,0,1,99937,0,0,0,0,0,0,1,2538,1,824,1,824,0,0,0,0,0,0,0,0,0,0,0,0,1,824,0,0,0,0
2005,1,445310,5,0,582,0,1103622,0,131591,1,96711,1,899,0,544846,0,0,0,0,1,23421,1,12538,0,0,1,6838,0,167212,0,99370,0,0,0,0,1,26301,0,209548,0,37508,0,22393,0,1103622,0,189929,0,151237,0,29970,1,86192,0,254093,1,198,0,392004,0,21409,1,176538,0,0,0,203566,1,9509,0,2753971,0,2670229,1,1797,0,0,0,0,0,0,0,0,0,0,1,13890,1,49,0,0,0,68006,0,2710992,0,2118902,0,63075,0,155160,0,5660,1,233,0,108534,0,33606,0,21390,1,245,1,6724,0,11038,0,0,0,16597,1,4620,1,9308,0,0,0,0,0,155899,0,42979,0,0,0,42979,0,54970,1,11991,1,10621,1,490,1,452,1,38,0,32061,0,9596,0,9596,0,0,0,0,0,0,0,0,0,0,1,902,0,8695,1,522,0,0
2005,1,445310,4,0,2369,0,1664163,0,185575,1,23772,0,0,0,604919,0,0,1,18255,1,53156,0,0,0,0,1,122867,0,372134,0,183376,0,0,0,0,1,29022,0,459589,0,48528,0,26778,0,1664163,0,242235,1,31741,0,38861,0,336941,0,593540,1,85178,0,335668,0,33930,1,97195,0,0,0,252979,1,48436,0,4070308,0,4033456,1,458,1,216,0,0,0,0,0,0,0,0,1,16400,0,0,0,0,0,19779,0,3973027,0,3211178,0,66883,0,163530,0,10514,1,1266,0,99820,0,112540,0,26554,1,79,1,23107,0,32888,0,0,0,23629,1,118,1,6480,0,0,0,0,0,194441,0,97281,0,0,0,97065,0,143716,1,46651,0,82277,1,2722,1,2722,0,0,1,12099,1,2047,1,2047,0,0,0,0,0,0,0,0,1,280,0,0,1,1768,1,338,0,0
2005,1,445310,3,0,14995,0,2711864,0,487504,0,36020,0,0,0,1264978,0,0,0,0,0,24354,1,34466,0,0,1,18432,0,1173382,0,828353,0,0,0,0,1,50972,0,527670,0,195084,0,117523,0,2711864,0,335807,0,163394,0,99879,0,452797,0,903656,1,17412,0,738920,0,234690,0,688314,0,0,0,-163280,1,20804,0,10950377,0,10662927,0,794,0,0,0,1,0,0,0,0,1,12511,1,17530,1,52,0,0,0,256562,0,10826323,0,8398635,0,342293,0,513766,0,56176,0,25828,0,389343,0,303685,0,78157,0,332,0,36566,0,53281,1,49,0,36544,1,4221,0,31167,0,0,0,0,0,556280,0,124054,0,0,0,124054,0,267866,0,143812,0,122489,1,12031,1,11995,1,36,0,30028,0,4595,0,4595,0,0,0,0,0,0,0,0,0,22,0,0,0,4573,1,3361,0,0
2005,1,445310,2,1,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208677,1,191920,0,0,0,0,0,0,0,0,0,0,1,8837,1,1639,0,0,0,0,1,6282,1,209661,1,169686,1,10580,1,3046,1,81,0,0,1,7616,1,2138,1,450,0,0,0,0,1,2349,0,0,1,50,0,0,1,135,0,0,0,0,1,13532,1,-984,0,0,1,-984,1,451,1,1435,1,-1435,0,0,0,0,0,0,1,451,1,68,1,68,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0
2005,1,445310,1,0,18636,0,6867351,0,930867,0,429567,1,2848,0,2940985,0,0,1,18255,0,135589,0,47172,0,7,0,183047,0,2214789,0,1340651,0,0,0,0,0,133956,0,1251294,0,289687,0,215010,0,6867351,0,1067840,0,504350,0,275099,0,953415,0,1903402,0,117974,0,2045272,0,410880,0,1068586,0,0,0,711746,1,145941,0,22259700,0,21815724,0,3855,1,233,0,615,0,0,0,0,1,21558,1,49847,1,101,0,0,0,367767,0,21856231,0,17277395,0,538454,0,1126416,0,87989,0,29278,0,687333,0,493275,0,142694,0,1187,0,69568,0,122425,1,49,0,107791,0,20734,0,75459,0,0,1,383,0,1075802,0,403469,0,0,0,403236,0,622032,0,218796,0,345838,0,21789,0,21715,1,74,0,89985,0,21639,0,21512,0,127,0,0,0,0,0,0,1,301,1,902,0,20436,1,4221,0,0
2005,1,446,13,0,7,0,73269556,0,2514525,0,8352212,0,399744,0,16530217,0,0,0,0,0,1965345,0,0,0,0,0,15383937,0,19601390,0,7511775,0,0,0,0,0,2178714,0,13999001,0,1897752,0,2553486,0,73269556,0,7817890,0,5826186,0,6769786,0,2587,0,9494476,0,4561908,0,38796724,0,1784034,0,22538890,0,0,0,15981806,0,1508007,0,133721742,0,132057577,0,138136,0,29917,0,84087,0,21814,4,,0,261689,0,11767,0,0,0,1974,0,1114780,0,129036882,0,96341247,0,125935,0,14766300,0,319549,0,200514,0,4130106,0,1538278,0,961049,0,34322,0,420324,0,1289952,0,0,0,1361113,0,366537,0,814707,0,0,0,58292,0,6308659,0,4684860,0,131,0,4655074,0,4706082,0,51008,0,0,0,94671,0,94671,0,0,0,4611411,0,1615541,0,1613994,0,1457,0,5090,0,0,0,0,0,11973,0,0,0,1598478,0,599601,0,0
2005,1,446,12,0,3,0,3128609,0,191122,0,192325,0,2663,0,702008,0,0,0,0,0,554874,0,0,0,0,0,250,0,952915,0,237167,0,0,0,0,0,116394,0,815936,0,14694,0,-142691,0,3128609,0,352676,0,48526,0,369034,0,0,0,836585,0,79912,0,1441876,0,147746,0,548955,0,0,0,745175,0,0,0,5847392,0,5639216,0,48176,0,0,0,3182,0,95024,0,0,0,0,0,0,0,0,0,0,0,61794,0,5708152,0,3542672,0,28289,0,854591,0,45500,0,5218,0,283983,0,116321,0,84110,0,1818,0,42051,0,86428,0,0,0,100073,0,17797,0,73625,0,794,0,6116,0,418764,0,139240,0,0,0,139240,0,139240,0,0,0,0,0,21233,0,21233,0,0,0,118007,0,41239,0,41239,0,0,0,0,0,0,0,0,0,800,0,635,0,39804,0,20929,0,0
2005,1,446,11,0,8,0,2741456,0,51862,0,414362,0,21134,0,524175,0,0,0,0,0,84746,0,1500,0,0,0,311771,0,800496,0,377555,0,0,0,0,0,81809,0,655281,0,63253,0,277395,0,2741456,0,485815,0,107186,0,202325,0,632,0,739367,0,208236,0,997896,0,280559,0,478729,0,0,0,240135,0,1526,0,3869713,0,3792780,0,10088,0,1272,0,2415,0,2487,0,0,0,5085,0,2026,0,0,0,5935,0,47625,0,3714425,0,2337016,0,20674,0,472324,0,18045,0,25184,0,215290,0,73875,0,82706,0,2234,0,24046,0,56009,0,0,0,52100,0,12599,0,43257,0,0,0,7591,0,271475,0,155288,0,3135,0,157151,0,174995,0,17844,0,33152,0,36012,0,36012,0,0,0,105831,0,37243,0,37008,0,236,0,2765,0,0,0,0,0,23,0,1047,0,33408,0,3925,0,12255
2005,1,446,10,0,12,0,1843191,0,130998,0,220442,0,7762,0,595074,0,0,0,0,0,109236,0,0,0,0,0,111740,0,649893,0,354631,0,0,0,0,0,17414,0,290450,0,27695,0,108032,0,1843191,0,301884,0,112384,0,220112,0,36627,0,691209,0,74636,0,406338,0,209710,0,322560,0,0,0,-119969,0,5963,0,5107079,0,5043292,0,5388,0,269,0,454,0,42,0,0,0,1205,0,202,0,393,0,22,0,55810,0,5111370,0,3715364,0,18799,0,627404,0,25204,0,5385,0,146561,0,85174,0,58330,0,860,0,11495,0,36115,0,0,0,42889,0,20640,0,67068,0,11,0,4273,0,245795,0,-4291,0,0,0,-4560,0,87425,0,91985,0,28917,0,13787,0,13512,0,275,0,45209,0,16433,0,15622,0,274,0,0,0,0,0,0,0,93,0,0,0,16341,0,1474,0,891
2005,1,446,9,0,11,0,826594,0,40941,0,197419,0,8749,0,216236,0,0,0,12176,0,124536,0,887,0,0,0,12071,0,249279,0,140092,0,0,0,0,0,7057,0,99365,0,10430,0,25898,0,826594,0,175391,0,41798,0,148348,0,2050,0,128657,0,84659,0,245691,0,4136,0,97373,0,0,0,146000,0,1818,0,2668931,0,2656163,0,785,0,451,0,8,0,0,0,0,0,1193,0,109,0,3,0,0,0,10219,0,2560997,0,1843958,0,33238,0,274954,0,11247,0,5724,0,61026,0,37438,0,22267,0,299,0,6244,0,17692,0,0,0,23287,0,3704,0,21179,0,0,0,765,0,197975,0,107934,0,0,0,107482,0,113437,0,5955,0,101858,0,5522,0,5521,0,2,0,6057,0,2916,0,2059,0,101,0,0,0,0,0,0,0,0,0,142,0,2774,0,108,0,0
2005,1,446,8,0,24,0,859522,0,69894,0,182608,0,13120,0,189580,0,0,0,0,0,38739,1,1005,0,0,0,107050,0,410659,0,174870,0,0,0,0,1,8459,0,32878,1,8093,0,14731,0,859522,0,147956,0,147602,0,120060,1,42703,0,125616,0,50974,0,224610,0,84980,0,130276,0,0,0,14505,1,5151,0,1752330,0,1732945,1,439,1,466,1,1811,0,0,0,0,0,18,1,1620,0,0,0,0,0,15032,0,1718290,0,1053012,0,19865,0,278059,0,8511,0,5855,0,52001,0,35512,0,19777,1,791,0,3395,0,25435,0,0,0,23898,0,3253,0,18455,0,0,1,1557,0,168914,0,34040,0,0,0,33574,0,60254,1,26680,0,20812,1,1428,1,1428,0,0,1,22831,1,7769,1,7769,0,0,0,0,0,0,0,0,0,14,1,206,1,7549,1,1303,0,0
2005,1,446,7,0,44,0,652565,0,70881,0,173168,1,9890,0,140157,0,0,0,0,0,59589,5,,0,0,0,98424,0,171788,0,91402,0,0,0,0,1,8831,0,30254,0,6735,0,7500,0,652565,0,915194,1,21141,0,107036,1,43649,0,179740,1,30192,0,-644387,0,26928,0,192365,0,0,0,-842631,1,21049,0,1864764,0,1829111,1,2926,1,251,1,237,0,0,0,0,1,6135,1,40,0,191,0,0,0,25874,0,1853909,0,1253002,0,27130,0,203021,0,6269,0,9353,0,41865,0,29078,0,13418,1,84,0,1898,0,13790,0,0,0,97469,0,4021,0,11091,0,0,1,849,0,141572,0,10855,0,0,0,10604,0,63466,1,52862,0,30682,1,6125,1,5972,0,153,1,15210,1,5268,1,5170,1,98,0,0,0,0,0,0,0,21,1,56,1,5191,0,0,0,0
2005,1,446,6,0,157,0,1078599,0,311325,0,256062,1,8045,0,200966,0,0,0,0,0,9116,0,0,0,0,1,22895,0,327211,0,146977,0,0,0,0,1,1003,1,101367,1,38963,1,42639,0,1078599,0,185178,1,61796,0,131273,0,42,1,228984,1,86257,0,385068,0,170332,1,194249,0,0,0,67175,1,46688,0,3300446,0,3274955,1,468,0,0,1,3265,0,0,1,6,1,4,1,1696,1,208,0,0,0,19844,0,3144418,0,1625734,0,35687,0,741156,0,15461,1,9585,0,61217,0,68426,0,14779,1,409,1,4248,0,30259,0,0,0,77940,1,7442,0,22365,0,0,1,88,0,429624,0,156028,0,0,0,156028,0,179538,1,23510,1,163690,1,145,0,0,1,145,1,15703,1,5344,1,5344,0,0,5,,0,0,0,0,0,0,0,0,1,5344,0,0,0,0
2005,1,446,5,0,2277,0,4024250,0,959007,0,841949,0,21516,0,929630,0,70,0,0,0,268105,0,34668,0,0,0,278762,0,1146476,0,700021,0,0,0,0,0,15621,0,237912,0,27355,0,60942,0,4024250,0,765620,0,150435,0,291489,0,372776,0,539020,0,76261,0,1828649,0,304366,0,115489,1,2046,0,1512508,0,105760,0,13067682,0,12986799,0,9306,1,810,1,5640,0,0,0,0,1,2240,1,12350,1,618,0,0,0,49921,0,12781272,0,9020636,0,501902,0,1553877,0,36882,0,15236,0,243821,0,194978,0,59422,0,1948,0,22246,0,89303,0,7,0,133094,0,51943,0,83642,0,0,0,10906,0,761427,0,286410,0,0,0,285600,0,378741,0,93141,0,243480,0,15040,1,14558,1,482,0,105217,0,31178,0,31177,0,2,0,0,0,0,0,0,1,611,0,0,0,30567,1,1674,0,0
2005,1,446,4,0,4068,0,2963219,0,695296,0,351445,1,316,0,861507,0,0,1,25290,0,116191,0,130384,0,0,0,226078,0,1038784,0,690732,0,0,0,0,0,72122,0,118464,0,54043,0,72748,0,2963219,0,495716,0,74062,0,169157,0,195635,0,344695,0,8728,0,1675224,0,168385,0,53562,1,51464,0,1476847,0,75034,0,14362492,0,14291281,0,3195,1,1777,1,5129,0,0,1,16343,1,454,1,3794,1,1665,1,32,0,38822,0,13830810,0,10764990,0,760689,0,963638,0,35060,0,6483,0,269941,0,175710,0,57959,0,2377,0,8050,0,56748,0,0,0,61964,0,72919,0,39514,0,0,1,11536,0,543232,0,531682,0,0,0,529905,0,566668,0,36763,0,475743,0,7383,0,6393,1,1188,0,80731,0,18913,0,18913,0,0,0,0,0,0,0,0,0,82,0,0,0,18831,1,7125,0,0
2005,1,446,3,0,29701,0,4083263,0,813930,0,460217,1,5029,0,1737371,0,90,0,0,0,29365,0,170478,0,0,0,80239,0,2233822,0,1656924,0,0,0,0,0,11270,0,366223,0,190375,0,32586,0,4083263,0,778398,0,139106,0,289124,0,991866,0,669800,0,91377,0,1123592,0,436314,0,268484,1,5313,0,621149,0,207667,0,26471808,0,26413686,0,1353,0,0,1,566,0,0,1,11,1,5430,1,34811,1,601,0,0,0,15350,0,25838205,0,18535125,0,1610582,0,1843625,0,65273,0,16602,0,955405,0,421769,0,70819,0,1904,0,44017,0,125640,1,235,0,264441,0,72358,0,96385,0,0,1,305,0,1713719,0,633603,0,0,0,633603,0,925122,0,291519,0,646118,0,7561,0,7141,1,420,0,74119,0,11608,0,11607,0,0,0,0,0,0,0,0,0,61,0,0,0,11547,1,9181,0,0
2005,1,446,2,0,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025862,0,1965520,1,2408,0,0,0,53,0,0,0,0,0,36,1,13023,4,,0,0,1,44822,0,2019180,0,1217801,1,18337,0,335027,0,16853,1,10460,0,92760,0,35666,1,30107,0,170,1,19378,0,21669,0,0,0,20417,1,629,0,19525,0,0,0,917,0,179466,0,6682,0,0,0,6682,1,52697,0,46015,1,-10739,0,37634,0,37634,4,,1,680,1,806,1,105,0,701,0,0,0,0,0,0,0,0,0,0,1,806,0,54,0,0
2005,1,446,1,0,38611,0,95470823,0,5849783,0,11642210,0,497969,0,22626920,0,161,1,37467,0,3359845,0,338923,0,0,0,16633216,0,27582713,0,12082147,0,0,0,0,0,2518694,0,16747131,0,2339388,0,3053265,0,95470823,0,12421717,0,6730222,0,8817745,0,1688567,0,13978150,0,5353140,0,46481281,0,3617490,0,24940932,1,58824,0,19842699,0,1978664,0,214060243,0,211683325,0,222667,0,35213,0,106848,0,119368,1,16360,0,283487,0,81438,0,3678,1,7964,0,1499894,0,207317912,0,151250558,0,3201128,0,22913978,0,603853,0,315600,0,6553976,0,2812224,0,1474743,0,47216,0,607393,0,1849039,1,243,0,2258683,0,633842,0,1310813,0,805,0,103195,0,11380623,0,6742331,0,3266,0,6710384,0,7447667,0,737283,0,1733714,0,246542,0,244075,0,2666,0,5201005,0,1794260,0,1790007,0,2868,1,7855,0,0,0,0,0,13679,1,2087,0,1770639,0,645374,0,13146
2005,1,447,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
